holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,hour,weekday,month
,275.67,0.0,0.0,90,Mist,16,Saturday,January
,275.93,0.0,0.0,90,Mist,17,Saturday,January
,275.93,0.0,0.0,90,Drizzle,17,Saturday,January
,275.93,0.0,0.0,90,Drizzle,17,Saturday,January
,276.05,0.0,0.0,90,Mist,18,Saturday,January
,276.05,0.0,0.0,90,Drizzle,18,Saturday,January
,276.05,0.0,0.0,90,Rain,18,Saturday,January
,276.31,0.0,0.0,90,Mist,19,Saturday,January
,276.31,0.0,0.0,90,Drizzle,19,Saturday,January
,276.68,0.0,0.0,90,Mist,20,Saturday,January
,276.68,0.0,0.0,90,Drizzle,20,Saturday,January
,276.68,0.0,0.0,90,Drizzle,20,Saturday,January
,276.93,0.0,0.0,90,Mist,21,Saturday,January
,276.93,0.0,0.0,90,Fog,21,Saturday,January
,276.93,0.0,0.0,90,Drizzle,21,Saturday,January
,277.31,0.0,0.0,90,Rain,22,Saturday,January
,277.31,0.0,0.0,90,Mist,22,Saturday,January
,277.31,0.0,0.0,90,Drizzle,22,Saturday,January
,277.21,0.0,0.0,90,Mist,23,Saturday,January
,276.2,0.0,0.0,90,Clouds,0,Sunday,January
,274.35,0.0,0.0,90,Snow,1,Sunday,January
,274.35,0.0,0.0,90,Mist,1,Sunday,January
,268.44,0.0,0.0,90,Snow,3,Sunday,January
,267.57,0.0,0.0,90,Snow,4,Sunday,January
,266.2,0.0,0.0,90,Snow,5,Sunday,January
,265.06,0.0,0.0,90,Snow,6,Sunday,January
,264.83,0.0,0.0,90,Snow,7,Sunday,January
,263.83,0.0,0.0,90,Snow,8,Sunday,January
,263.07,0.0,0.0,75,Haze,10,Sunday,January
,263.07,0.0,0.0,75,Snow,10,Sunday,January
,263.07,0.0,0.0,40,Clouds,11,Sunday,January
,262.93,0.0,0.0,75,Clouds,13,Sunday,January
,262.31,0.0,0.0,90,Snow,14,Sunday,January
,261.32,0.0,0.0,75,Clouds,16,Sunday,January
,260.58,0.0,0.0,90,Clouds,17,Sunday,January
,259.94,0.0,0.0,40,Clouds,19,Sunday,January
,259.08,0.0,0.0,75,Clouds,20,Sunday,January
,258.71,0.0,0.0,75,Haze,21,Sunday,January
,258.45,0.0,0.0,20,Clouds,22,Sunday,January
,257.83,0.0,0.0,20,Clouds,23,Sunday,January
,257.7,0.0,0.0,20,Clouds,0,Monday,January
,257.19,0.0,0.0,20,Clouds,1,Monday,January
,256.95,0.0,0.0,1,Clear,2,Monday,January
,256.83,0.0,0.0,1,Clear,3,Monday,January
,256.7,0.0,0.0,20,Clouds,4,Monday,January
,256.58,0.0,0.0,90,Clouds,5,Monday,January
,256.34,0.0,0.0,90,Clouds,6,Monday,January
,256.34,0.0,0.0,90,Clouds,7,Monday,January
,256.2,0.0,0.0,75,Clouds,8,Monday,January
,256.42,0.0,0.0,75,Snow,9,Monday,January
,256.82,0.0,0.0,90,Snow,10,Monday,January
,256.82,0.0,0.0,90,Haze,10,Monday,January
,257.68,0.0,0.0,90,Snow,11,Monday,January
,257.68,0.0,0.0,90,Haze,11,Monday,January
,258.59,0.0,0.0,75,Haze,12,Monday,January
,258.59,0.0,0.0,75,Snow,12,Monday,January
,259.07,0.0,0.0,90,Snow,13,Monday,January
,259.07,0.0,0.0,90,Haze,13,Monday,January
,259.56,0.0,0.0,90,Snow,14,Monday,January
,259.6,0.0,0.0,90,Snow,15,Monday,January
,259.6,0.0,0.0,90,Haze,15,Monday,January
,259.45,0.0,0.0,90,Snow,16,Monday,January
,259.45,0.0,0.0,90,Haze,16,Monday,January
,259.1,0.0,0.0,90,Clouds,17,Monday,January
,258.83,0.0,0.0,90,Clouds,18,Monday,January
,258.51,0.0,0.0,75,Clouds,19,Monday,January
,258.42,0.0,0.0,40,Clouds,20,Monday,January
,258.22,0.0,0.0,20,Clouds,21,Monday,January
,257.97,0.0,0.0,1,Clear,22,Monday,January
,257.97,0.0,0.0,1,Clear,23,Monday,January
,257.93,0.0,0.0,1,Clear,0,Tuesday,January
,257.93,0.0,0.0,1,Clear,1,Tuesday,January
,257.72,0.0,0.0,1,Clear,2,Tuesday,January
,257.67,0.0,0.0,1,Clear,3,Tuesday,January
,257.57,0.0,0.0,1,Clear,4,Tuesday,January
,257.77,0.0,0.0,1,Clear,5,Tuesday,January
,257.79,0.0,0.0,20,Clouds,6,Tuesday,January
,257.75,0.0,0.0,90,Clouds,7,Tuesday,January
,257.66,0.0,0.0,75,Clouds,8,Tuesday,January
,258.65,0.0,0.0,20,Clouds,10,Tuesday,January
,259.57,0.0,0.0,40,Clouds,11,Tuesday,January
,261.3,0.0,0.0,40,Clouds,13,Tuesday,January
,261.68,0.0,0.0,20,Clouds,14,Tuesday,January
,261.78,0.0,0.0,20,Clouds,15,Tuesday,January
,261.39,0.0,0.0,1,Clear,16,Tuesday,January
,260.82,0.0,0.0,20,Clouds,17,Tuesday,January
,260.76,0.0,0.0,20,Clouds,18,Tuesday,January
,260.66,0.0,0.0,75,Clouds,19,Tuesday,January
,260.71,0.0,0.0,75,Clouds,20,Tuesday,January
,260.66,0.0,0.0,75,Clouds,21,Tuesday,January
,260.66,0.0,0.0,20,Clouds,22,Tuesday,January
,260.5,0.0,0.0,1,Clear,23,Tuesday,January
,261.2,0.0,0.0,1,Clear,0,Wednesday,January
,261.36,0.0,0.0,1,Clear,1,Wednesday,January
,262.03,0.0,0.0,1,Mist,2,Wednesday,January
,261.26,0.0,0.0,1,Clear,4,Wednesday,January
,260.99,0.0,0.0,1,Mist,5,Wednesday,January
,260.5,0.0,0.0,1,Clear,6,Wednesday,January
,260.08,0.0,0.0,1,Clear,7,Wednesday,January
,260.94,0.0,0.0,20,Clouds,8,Wednesday,January
,262.93,0.0,0.0,20,Clouds,9,Wednesday,January
,264.57,0.0,0.0,1,Clear,10,Wednesday,January
,266.42,0.0,0.0,1,Clear,11,Wednesday,January
,268.51,0.0,0.0,1,Clear,12,Wednesday,January
,269.74,0.0,0.0,1,Clear,13,Wednesday,January
,270.59,0.0,0.0,1,Clear,14,Wednesday,January
,271.15,0.0,0.0,20,Clouds,15,Wednesday,January
,271.2,0.0,0.0,20,Clouds,16,Wednesday,January
,270.29,0.0,0.0,1,Clear,17,Wednesday,January
,269.28,0.0,0.0,1,Clear,18,Wednesday,January
,268.85,0.0,0.0,1,Clear,19,Wednesday,January
,268.95,0.0,0.0,1,Clear,20,Wednesday,January
,268.8,0.0,0.0,1,Clear,21,Wednesday,January
,268.71,0.0,0.0,0,Clear,22,Wednesday,January
,268.71,0.0,0.0,0,Clear,0,Thursday,January
,266.25,0.0,0.0,59,Clouds,1,Thursday,January
,266.25,0.0,0.0,59,Clouds,2,Thursday,January
,266.25,0.0,0.0,59,Clouds,3,Thursday,January
,266.25,0.0,0.0,59,Clouds,4,Thursday,January
,266.25,0.0,0.0,59,Clouds,5,Thursday,January
,266.25,0.0,0.0,59,Clouds,6,Thursday,January
,271.5,0.0,0.0,90,Mist,7,Thursday,January
,271.5,0.0,0.0,90,Snow,7,Thursday,January
,272.11,0.0,0.0,90,Clouds,8,Thursday,January
,273.0,0.0,0.0,90,Clouds,9,Thursday,January
,274.1,0.0,0.0,90,Clouds,10,Thursday,January
,274.78,0.0,0.0,90,Clouds,11,Thursday,January
,274.07,0.0,0.0,90,Snow,12,Thursday,January
,272.73,0.0,0.0,90,Snow,13,Thursday,January
,271.74,0.0,0.0,90,Snow,14,Thursday,January
,271.74,0.0,0.0,90,Mist,14,Thursday,January
,270.98,0.0,0.0,90,Snow,15,Thursday,January
,270.58,0.0,0.0,90,Clouds,16,Thursday,January
,269.63,0.0,0.0,20,Clouds,17,Thursday,January
,267.73,0.0,0.0,1,Clear,18,Thursday,January
,266.83,0.0,0.0,1,Clear,19,Thursday,January
,265.75,0.0,0.0,1,Clear,20,Thursday,January
,264.32,0.0,0.0,1,Clear,21,Thursday,January
,263.51,0.0,0.0,1,Clear,22,Thursday,January
,262.34,0.0,0.0,1,Clear,23,Thursday,January
,261.36,0.0,0.0,1,Clear,0,Friday,January
,260.74,0.0,0.0,20,Clouds,1,Friday,January
,260.58,0.0,0.0,75,Clouds,2,Friday,January
,260.32,0.0,0.0,90,Clouds,3,Friday,January
,260.0,0.0,0.0,75,Clouds,4,Friday,January
,259.77,0.0,0.0,75,Clouds,5,Friday,January
,258.94,0.0,0.0,75,Clouds,6,Friday,January
,258.52,0.0,0.0,20,Clouds,7,Friday,January
,258.78,0.0,0.0,20,Clouds,8,Friday,January
,259.76,0.0,0.0,90,Snow,9,Friday,January
,260.17,0.0,0.0,90,Snow,10,Friday,January
,261.02,0.0,0.0,90,Snow,11,Friday,January
,261.02,0.0,0.0,90,Haze,11,Friday,January
,264.55,0.0,0.0,20,Clouds,13,Friday,January
,265.22,0.0,0.0,20,Clouds,14,Friday,January
,265.34,0.0,0.0,1,Clear,15,Friday,January
,265.31,0.0,0.0,1,Clear,16,Friday,January
,264.4,0.0,0.0,20,Clouds,17,Friday,January
,263.1,0.0,0.0,20,Clouds,18,Friday,January
,263.15,0.0,0.0,40,Clouds,19,Friday,January
,263.21,0.0,0.0,90,Clouds,20,Friday,January
,264.02,0.0,0.0,90,Clouds,21,Friday,January
,264.01,0.0,0.0,90,Clouds,22,Friday,January
,264.4,0.0,0.0,90,Clouds,23,Friday,January
,264.61,0.0,0.0,90,Snow,0,Saturday,January
,264.75,0.0,0.0,90,Snow,1,Saturday,January
,264.86,0.0,0.0,90,Snow,2,Saturday,January
,264.86,0.0,0.0,90,Mist,2,Saturday,January
,265.37,0.0,0.0,90,Snow,3,Saturday,January
,265.78,0.0,0.0,90,Clouds,4,Saturday,January
,266.24,0.0,0.0,90,Clouds,5,Saturday,January
,267.11,0.0,0.0,90,Clouds,6,Saturday,January
,267.98,0.0,0.0,90,Clouds,7,Saturday,January
,269.02,0.0,0.0,90,Clouds,8,Saturday,January
,271.02,0.0,0.0,75,Clouds,9,Saturday,January
,272.74,0.0,0.0,75,Clouds,10,Saturday,January
,275.16,0.0,0.0,40,Clouds,11,Saturday,January
,276.72,0.0,0.0,40,Clouds,12,Saturday,January
,277.1,0.0,0.0,75,Clouds,13,Saturday,January
,277.28,0.0,0.0,75,Clouds,14,Saturday,January
,276.74,0.0,0.0,75,Clouds,15,Saturday,January
,276.08,0.0,0.0,75,Clouds,16,Saturday,January
,275.27,0.0,0.0,40,Clouds,17,Saturday,January
,274.02,0.0,0.0,20,Clouds,18,Saturday,January
,273.53,0.0,0.0,20,Clouds,19,Saturday,January
,273.0,0.0,0.0,20,Clouds,20,Saturday,January
,271.8,0.0,0.0,40,Clouds,22,Saturday,January
,271.42,0.0,0.0,40,Clouds,23,Saturday,January
,270.86,0.0,0.0,90,Clouds,1,Sunday,January
,270.53,0.0,0.0,90,Clouds,2,Sunday,January
,271.27,0.0,0.0,90,Clouds,4,Sunday,January
,271.35,0.0,0.0,90,Clouds,5,Sunday,January
,270.47,0.0,0.0,75,Mist,7,Sunday,January
,270.65,0.0,0.0,90,Mist,8,Sunday,January
,272.92,0.0,0.0,90,Mist,9,Sunday,January
,274.57,0.0,0.0,75,Clouds,10,Sunday,January
,269.27,0.0,0.0,86,Clouds,12,Sunday,January
,270.92,0.0,0.0,58,Clouds,13,Sunday,January
,270.92,0.0,0.0,58,Clouds,14,Sunday,January
,266.49,0.0,0.0,40,Haze,16,Sunday,January
,263.98,0.0,0.0,75,Snow,17,Sunday,January
,260.61,0.0,0.0,75,Clouds,18,Sunday,January
,258.95,0.0,0.0,40,Clouds,20,Sunday,January
,257.81,0.0,0.0,90,Clouds,21,Sunday,January
,257.21,0.0,0.0,90,Clouds,22,Sunday,January
,256.54,0.0,0.0,20,Clouds,23,Sunday,January
,255.63,0.0,0.0,20,Clouds,1,Monday,January
,255.49,0.0,0.0,40,Clouds,2,Monday,January
,255.33,0.0,0.0,40,Clouds,3,Monday,January
,255.2,0.0,0.0,75,Clouds,4,Monday,January
,254.69,0.0,0.0,75,Clouds,5,Monday,January
,254.69,0.0,0.0,75,Clouds,6,Monday,January
,254.7,0.0,0.0,90,Clouds,7,Monday,January
,254.7,0.0,0.0,90,Clouds,8,Monday,January
,256.15,0.0,0.0,75,Clouds,10,Monday,January
,256.92,0.0,0.0,90,Clouds,11,Monday,January
,259.07,0.0,0.0,90,Clouds,13,Monday,January
,259.26,0.0,0.0,75,Clouds,14,Monday,January
,259.27,0.0,0.0,90,Clouds,15,Monday,January
,259.04,0.0,0.0,90,Clouds,16,Monday,January
,258.69,0.0,0.0,90,Snow,17,Monday,January
,258.69,0.0,0.0,90,Haze,17,Monday,January
,257.66,0.0,0.0,90,Snow,19,Monday,January
,256.44,0.0,0.0,20,Clouds,20,Monday,January
,255.58,0.0,0.0,20,Clouds,21,Monday,January
,254.83,0.0,0.0,20,Clouds,22,Monday,January
,253.51,0.0,0.0,1,Clear,23,Monday,January
,250.63,0.0,0.0,42,Clouds,1,Tuesday,January
,250.63,0.0,0.0,42,Clouds,2,Tuesday,January
,248.14,0.0,0.0,25,Clouds,4,Tuesday,January
,248.14,0.0,0.0,25,Clouds,4,Tuesday,January
,248.14,0.0,0.0,25,Clouds,5,Tuesday,January
,248.14,0.0,0.0,25,Clouds,5,Tuesday,January
,249.46,0.0,0.0,40,Clouds,7,Tuesday,January
,249.33,0.0,0.0,75,Clouds,8,Tuesday,January
,250.44,0.0,0.0,40,Haze,10,Tuesday,January
,250.69,0.0,0.0,40,Haze,11,Tuesday,January
,251.56,0.0,0.0,40,Haze,12,Tuesday,January
,252.22,0.0,0.0,75,Clouds,13,Tuesday,January
,252.94,0.0,0.0,20,Clouds,15,Tuesday,January
,252.81,0.0,0.0,40,Clouds,16,Tuesday,January
,252.18,0.0,0.0,20,Clouds,17,Tuesday,January
,251.69,0.0,0.0,20,Clouds,19,Tuesday,January
,251.58,0.0,0.0,1,Clear,20,Tuesday,January
,251.45,0.0,0.0,1,Clear,21,Tuesday,January
,251.33,0.0,0.0,1,Clear,22,Tuesday,January
,247.16,0.0,0.0,11,Clouds,1,Wednesday,January
,247.16,0.0,0.0,11,Clouds,2,Wednesday,January
,246.47,0.0,0.0,13,Clouds,3,Wednesday,January
,246.47,0.0,0.0,13,Clouds,4,Wednesday,January
,246.47,0.0,0.0,13,Clouds,5,Wednesday,January
,248.75,0.0,0.0,1,Clear,6,Wednesday,January
,248.48,0.0,0.0,1,Clear,7,Wednesday,January
,248.48,0.0,0.0,20,Clouds,8,Wednesday,January
,249.91,0.0,0.0,20,Clouds,9,Wednesday,January
,250.79,0.0,0.0,20,Clouds,10,Wednesday,January
,251.67,0.0,0.0,40,Clouds,11,Wednesday,January
,253.57,0.0,0.0,75,Clouds,12,Wednesday,January
,254.2,0.0,0.0,75,Clouds,13,Wednesday,January
,255.04,0.0,0.0,75,Clouds,14,Wednesday,January
,255.63,0.0,0.0,75,Clouds,15,Wednesday,January
,255.46,0.0,0.0,90,Clouds,16,Wednesday,January
,255.58,0.0,0.0,90,Clouds,17,Wednesday,January
,255.5,0.0,0.0,90,Clouds,18,Wednesday,January
,255.85,0.0,0.0,90,Clouds,19,Wednesday,January
,255.99,0.0,0.0,90,Clouds,20,Wednesday,January
,256.96,0.0,0.0,90,Clouds,22,Wednesday,January
,257.41,0.0,0.0,90,Clouds,23,Wednesday,January
,258.44,0.0,0.0,90,Clouds,1,Thursday,January
,258.7,0.0,0.0,90,Clouds,2,Thursday,January
,259.3,0.0,0.0,90,Snow,4,Thursday,January
,259.3,0.0,0.0,90,Haze,4,Thursday,January
,259.46,0.0,0.0,90,Snow,5,Thursday,January
,259.46,0.0,0.0,90,Mist,5,Thursday,January
,259.98,0.0,0.0,90,Snow,7,Thursday,January
,259.98,0.0,0.0,90,Mist,7,Thursday,January
,260.08,0.0,0.0,90,Snow,8,Thursday,January
,260.08,0.0,0.0,90,Haze,8,Thursday,January
,260.08,0.0,0.0,90,Mist,8,Thursday,January
,261.76,0.0,0.0,90,Snow,10,Thursday,January
,263.3,0.0,0.0,40,Snow,11,Thursday,January
,263.35,0.0,0.0,75,Clouds,13,Thursday,January
,262.26,0.0,0.0,75,Clouds,14,Thursday,January
,259.62,0.0,0.0,40,Clouds,16,Thursday,January
,257.89,0.0,0.0,40,Clouds,17,Thursday,January
,255.77,0.0,0.0,1,Clear,19,Thursday,January
,254.96,0.0,0.0,1,Clear,20,Thursday,January
,253.97,0.0,0.0,1,Clear,21,Thursday,January
,253.46,0.0,0.0,1,Clear,22,Thursday,January
,252.83,0.0,0.0,1,Clear,23,Thursday,January
,252.07,0.0,0.0,1,Clear,0,Friday,January
,251.56,0.0,0.0,20,Clouds,1,Friday,January
,251.56,0.0,0.0,90,Clouds,2,Friday,January
,251.45,0.0,0.0,90,Clouds,4,Friday,January
,251.32,0.0,0.0,90,Clouds,5,Friday,January
,251.56,0.0,0.0,90,Clouds,6,Friday,January
,251.8,0.0,0.0,90,Clouds,7,Friday,January
,252.44,0.0,0.0,90,Clouds,8,Friday,January
,254.65,0.0,0.0,90,Clouds,10,Friday,January
,255.65,0.0,0.0,90,Clouds,11,Friday,January
,257.86,0.0,0.0,90,Clouds,13,Friday,January
,258.52,0.0,0.0,90,Clouds,14,Friday,January
,259.97,0.0,0.0,90,Clouds,16,Friday,January
,260.22,0.0,0.0,75,Clouds,17,Friday,January
,260.46,0.0,0.0,90,Clouds,19,Friday,January
,260.64,0.0,0.0,90,Clouds,20,Friday,January
,261.56,0.0,0.0,90,Clouds,22,Friday,January
,262.18,0.0,0.0,90,Clouds,23,Friday,January
,262.69,0.0,0.0,90,Snow,1,Saturday,January
,262.98,0.0,0.0,90,Mist,2,Saturday,January
,263.79,0.0,0.0,90,Clouds,4,Saturday,January
,264.15,0.0,0.0,90,Clouds,5,Saturday,January
,264.79,0.0,0.0,90,Snow,7,Saturday,January
,264.85,0.0,0.0,90,Snow,8,Saturday,January
,265.05,0.0,0.0,75,Snow,10,Saturday,January
,264.25,0.0,0.0,40,Clouds,12,Saturday,January
,257.14,0.0,0.0,1,Clear,1,Sunday,January
,256.96,0.0,0.0,40,Clouds,2,Sunday,January
,256.12,0.0,0.0,20,Clouds,5,Sunday,January
,255.95,0.0,0.0,40,Clouds,7,Sunday,January
,256.34,0.0,0.0,75,Clouds,8,Sunday,January
,260.21,0.0,0.0,75,Clouds,10,Sunday,January
,262.2,0.0,0.0,90,Clouds,11,Sunday,January
,265.54,0.0,0.0,75,Clouds,13,Sunday,January
,266.54,0.0,0.0,75,Clouds,14,Sunday,January
,267.41,0.0,0.0,90,Clouds,16,Sunday,January
,267.41,0.0,0.0,90,Clouds,17,Sunday,January
,267.71,0.0,0.0,90,Clouds,19,Sunday,January
,267.98,0.0,0.0,90,Clouds,20,Sunday,January
,268.25,0.0,0.0,90,Clouds,22,Sunday,January
,268.26,0.0,0.0,90,Clouds,23,Sunday,January
,268.32,0.0,0.0,75,Clouds,0,Monday,January
,268.49,0.0,0.0,90,Clouds,1,Monday,January
,268.6,0.0,0.0,40,Clouds,2,Monday,January
,268.53,0.0,0.0,20,Clouds,3,Monday,January
,269.6,0.0,0.0,90,Clouds,5,Monday,January
,269.94,0.0,0.0,90,Clouds,6,Monday,January
,271.13,0.0,0.0,90,Clouds,8,Monday,January
,272.07,0.0,0.0,90,Clouds,9,Monday,January
,273.13,0.0,0.0,90,Clouds,11,Monday,January
,273.37,0.0,0.0,90,Rain,12,Monday,January
,272.85,0.0,0.0,90,Mist,14,Monday,January
,272.85,0.0,0.0,90,Snow,14,Monday,January
,272.85,0.0,0.0,90,Snow,14,Monday,January
,272.71,0.0,0.0,90,Snow,17,Monday,January
,272.71,0.0,0.0,90,Mist,17,Monday,January
,272.55,0.0,0.0,90,Snow,20,Monday,January
,272.55,0.0,0.0,90,Mist,20,Monday,January
,272.55,0.0,0.0,90,Rain,20,Monday,January
,272.37,0.0,0.0,91,Clouds,0,Tuesday,January
,273.05,0.0,0.0,90,Mist,1,Wednesday,January
,273.15,0.0,0.0,90,Mist,2,Wednesday,January
,272.59,0.0,0.0,98,Clouds,3,Wednesday,January
,272.94,0.0,0.0,90,Mist,5,Wednesday,January
,272.94,0.0,0.0,90,Snow,5,Wednesday,January
,272.94,0.0,0.0,90,Mist,6,Wednesday,January
,272.94,0.0,0.0,90,Mist,7,Wednesday,January
,273.04,0.0,0.0,90,Mist,8,Wednesday,January
,273.56,0.0,0.0,90,Mist,9,Wednesday,January
,273.82,0.0,0.0,90,Clouds,10,Wednesday,January
,274.12,0.0,0.0,90,Clouds,11,Wednesday,January
,274.48,0.0,0.0,90,Clouds,12,Wednesday,January
,274.8,0.0,0.0,90,Clouds,13,Wednesday,January
,274.74,0.0,0.0,90,Clouds,14,Wednesday,January
,274.69,0.0,0.0,90,Clouds,15,Wednesday,January
,273.98,0.0,0.0,90,Clouds,16,Wednesday,January
,273.58,0.0,0.0,90,Clouds,17,Wednesday,January
,273.02,0.0,0.0,90,Clouds,18,Wednesday,January
,272.24,0.0,0.0,90,Clouds,19,Wednesday,January
,271.42,0.0,0.0,90,Clouds,20,Wednesday,January
,271.22,0.0,0.0,90,Clouds,21,Wednesday,January
,271.12,0.0,0.0,90,Clouds,22,Wednesday,January
,270.76,0.0,0.0,90,Clouds,23,Wednesday,January
,270.15,0.0,0.0,90,Clouds,0,Thursday,January
,269.49,0.0,0.0,90,Clouds,1,Thursday,January
,268.82,0.0,0.0,90,Clouds,2,Thursday,January
,268.49,0.0,0.0,40,Snow,3,Thursday,January
,268.58,0.0,0.0,20,Clouds,4,Thursday,January
,268.66,0.0,0.0,75,Clouds,5,Thursday,January
,267.15,0.0,0.0,90,Clouds,6,Thursday,January
,260.0,0.0,0.0,100,Clouds,8,Thursday,January
,260.59,0.0,0.0,100,Clouds,9,Thursday,January
,260.59,0.0,0.0,100,Clouds,10,Thursday,January
,260.59,0.0,0.0,100,Clouds,11,Thursday,January
,261.53,0.0,0.0,100,Clouds,13,Thursday,January
,261.53,0.0,0.0,100,Clouds,14,Thursday,January
,258.75,0.0,0.0,99,Clouds,15,Thursday,January
,258.75,0.0,0.0,99,Clouds,16,Thursday,January
,258.75,0.0,0.0,99,Clouds,17,Thursday,January
,254.84,0.0,0.0,98,Clouds,18,Thursday,January
,254.84,0.0,0.0,98,Clouds,19,Thursday,January
,254.84,0.0,0.0,98,Clouds,20,Thursday,January
,253.77,0.0,0.0,99,Clouds,21,Thursday,January
,253.77,0.0,0.0,99,Clouds,22,Thursday,January
,253.77,0.0,0.0,99,Clouds,23,Thursday,January
,252.77,0.0,0.0,100,Clouds,0,Friday,February
,252.77,0.0,0.0,100,Clouds,1,Friday,February
,252.77,0.0,0.0,100,Clouds,2,Friday,February
,250.91,0.0,0.0,100,Clouds,3,Friday,February
,250.91,0.0,0.0,100,Clouds,4,Friday,February
,250.91,0.0,0.0,100,Clouds,5,Friday,February
,249.91,0.0,0.0,100,Clouds,6,Friday,February
,249.91,0.0,0.0,100,Clouds,7,Friday,February
,249.91,0.0,0.0,100,Clouds,8,Friday,February
,252.13,0.0,0.0,99,Clouds,9,Friday,February
,252.13,0.0,0.0,99,Clouds,10,Friday,February
,252.13,0.0,0.0,99,Clouds,11,Friday,February
,253.33,0.0,0.0,85,Clouds,12,Friday,February
,253.33,0.0,0.0,85,Clouds,13,Friday,February
,253.33,0.0,0.0,85,Clouds,14,Friday,February
,251.77,0.0,0.0,83,Clouds,15,Friday,February
,251.77,0.0,0.0,83,Clouds,16,Friday,February
,251.77,0.0,0.0,83,Clouds,17,Friday,February
,250.24,0.0,0.0,70,Clouds,18,Friday,February
,250.24,0.0,0.0,70,Clouds,19,Friday,February
,250.24,0.0,0.0,70,Clouds,20,Friday,February
,249.69,0.0,0.0,59,Clouds,21,Friday,February
,249.69,0.0,0.0,59,Clouds,22,Friday,February
,251.23,0.0,0.0,84,Clouds,23,Friday,February
,250.14,0.0,0.0,89,Clouds,0,Saturday,February
,250.14,0.0,0.0,89,Clouds,1,Saturday,February
,246.04,0.0,0.0,20,Clouds,2,Saturday,February
,244.82,0.0,0.0,11,Clouds,3,Saturday,February
,244.82,0.0,0.0,11,Clouds,4,Saturday,February
,244.82,0.0,0.0,11,Clouds,5,Saturday,February
,245.7,0.0,0.0,0,Clear,6,Saturday,February
,245.7,0.0,0.0,0,Clear,7,Saturday,February
,245.7,0.0,0.0,0,Clear,8,Saturday,February
,250.41,0.0,0.0,3,Clear,9,Saturday,February
,250.41,0.0,0.0,3,Clear,10,Saturday,February
,250.41,0.0,0.0,3,Clear,11,Saturday,February
,254.46,0.0,0.0,56,Clouds,12,Saturday,February
,254.46,0.0,0.0,56,Clouds,13,Saturday,February
,254.46,0.0,0.0,56,Clouds,14,Saturday,February
,255.98,0.0,0.0,77,Clouds,15,Saturday,February
,255.98,0.0,0.0,77,Clouds,16,Saturday,February
,255.98,0.0,0.0,77,Clouds,17,Saturday,February
,256.67,0.0,0.0,85,Clouds,18,Saturday,February
,256.67,0.0,0.0,85,Clouds,19,Saturday,February
,256.67,0.0,0.0,85,Clouds,20,Saturday,February
,256.44,0.0,0.0,93,Clouds,21,Saturday,February
,256.44,0.0,0.0,93,Clouds,22,Saturday,February
,256.44,0.0,0.0,93,Clouds,23,Saturday,February
,254.44,0.0,0.0,98,Clouds,0,Sunday,February
,254.44,0.0,0.0,98,Clouds,1,Sunday,February
,252.74,0.0,0.0,100,Clouds,2,Sunday,February
,249.51,0.0,0.0,88,Clouds,3,Sunday,February
,249.51,0.0,0.0,88,Clouds,4,Sunday,February
,249.51,0.0,0.0,88,Clouds,5,Sunday,February
,249.75,0.0,0.0,40,Clouds,6,Sunday,February
,250.33,0.0,0.0,67,Clouds,7,Sunday,February
,250.33,0.0,0.0,67,Clouds,8,Sunday,February
,254.67,0.0,0.0,59,Clouds,9,Sunday,February
,254.67,0.0,0.0,59,Clouds,10,Sunday,February
,254.67,0.0,0.0,59,Clouds,11,Sunday,February
,257.31,0.0,0.0,91,Clouds,12,Sunday,February
,258.59,0.0,0.0,91,Clouds,13,Sunday,February
,258.59,0.0,0.0,91,Clouds,14,Sunday,February
,257.01,0.0,0.0,93,Clouds,15,Sunday,February
,257.01,0.0,0.0,93,Clouds,16,Sunday,February
,257.01,0.0,0.0,93,Clouds,17,Sunday,February
,271.15,0.0,0.0,90,Snow,18,Sunday,February
,258.9,0.0,0.0,98,Clouds,20,Sunday,February
,258.4,0.0,0.0,97,Clouds,21,Sunday,February
,258.4,0.0,0.0,97,Clouds,22,Sunday,February
,258.4,0.0,0.0,97,Clouds,23,Sunday,February
,257.16,0.0,0.0,62,Clouds,0,Monday,February
,257.16,0.0,0.0,62,Clouds,1,Monday,February
,255.52,0.0,0.0,58,Clouds,2,Monday,February
,253.88,0.0,0.0,32,Clouds,3,Monday,February
,253.88,0.0,0.0,32,Clouds,4,Monday,February
,253.88,0.0,0.0,32,Clouds,5,Monday,February
,254.15,0.0,0.0,4,Clear,6,Monday,February
,254.15,0.0,0.0,4,Clear,7,Monday,February
,254.33,0.0,0.0,0,Clear,8,Monday,February
,258.34,0.0,0.0,5,Clear,9,Monday,February
,258.34,0.0,0.0,5,Clear,10,Monday,February
,258.34,0.0,0.0,5,Clear,11,Monday,February
,260.55,0.0,0.0,38,Clouds,12,Monday,February
,261.93,0.0,0.0,83,Clouds,13,Monday,February
,261.93,0.0,0.0,83,Clouds,14,Monday,February
,261.23,0.0,0.0,90,Clouds,15,Monday,February
,261.23,0.0,0.0,90,Clouds,16,Monday,February
,261.23,0.0,0.0,90,Clouds,17,Monday,February
,260.74,0.0,0.0,99,Clouds,18,Monday,February
,260.74,0.0,0.0,99,Clouds,19,Monday,February
,260.74,0.0,0.0,99,Clouds,20,Monday,February
,259.93,0.0,0.0,97,Clouds,21,Monday,February
